1.823558624267578125e+03,7.532843395067746750e-02,8.033866187743024523e-02,7.909265160560596808e-02,7.828497758550453933e-02,7.249513007216629168e-02,7.968968796559891543e-02,7.827730559344797667e-02,8.005781890219670904e-02,7.260097528674767930e-02,7.695790264529700497e-02,8.510928366567686865e-02,8.539408967842222753e-02,7.413389414016685608e-02,6.919992133708932625e-02,6.940871304872706093e-02,7.617629398450695422e-02,7.148751638450717705e-02,7.921011476612183078e-02,7.256571552050961049e-02,6.914297209254328946e-02,8.115823683071521355e-02,8.539408967842222753e-02,7.413389414016685608e-02,6.919992133708932625e-02,6.940871304872706093e-02,7.617629398450695422e-02,7.148751638450717705e-02,7.921011476612183078e-02,7.256571552050961049e-02,6.914297209254328946e-02,8.115823683071521355e-02
1.819829465448288602e+03,7.764762010247923396e-02,8.237792368478319416e-02,8.138696539711631761e-02,8.052230307941204979e-02,7.423133403062809332e-02,8.196055358658771439e-02,8.121168078588583694e-02,8.242713406004677223e-02,7.564042889113932466e-02,7.910768581691360324e-02,8.678957705314323257e-02,8.757813712985701438e-02,7.693403988544425531e-02,7.189298180331073207e-02,7.158530615088701254e-02,7.836590486364952701e-02,7.377217938413921372e-02,8.139791267065246694e-02,7.518179701375105051e-02,7.196514090257027929e-02,8.303902947213348540e-02,8.757813712985701438e-02,7.693403988544425531e-02,7.189298180331073207e-02,7.158530615088701254e-02,7.836590486364952701e-02,7.377217938413921372e-02,8.139791267065246694e-02,7.518179701375105051e-02,7.196514090257027929e-02,8.303902947213348540e-02
1.816100306628999306e+03,8.049691587009201454e-02,8.504718594511079255e-02,8.420443738048714877e-02,8.327478110020186675e-02,7.654000218812509471e-02,8.481816458918980950e-02,8.505829719028297486e-02,8.537384816868726078e-02,7.983527776918236674e-02,8.179109353668878590e-02,8.896301092801375821e-02,8.991879271755297276e-02,8.075774277427361092e-02,7.564197090853533312e-02,7.417156400856474152e-02,8.115753965266844783e-02,7.652924689806954450e-02,8.410049254050490364e-02,7.900598653193026399e-02,7.603927462228701750e-02,8.508503428309838190e-02,8.991879271755297276e-02,8.075774277427361092e-02,7.564197090853533312e-02,7.417156400856474152e-02,8.115753965266844783e-02,7.652924689806954450e-02,8.410049254050490364e-02,7.900598653193026399e-02,7.603927462228701750e-02,8.508503428309838190e-02
1.812371147809709782e+03,8.343149149927472918e-02,8.789642123723172273e-02,8.708113277113271877e-02,8.632215619736310908e-02,7.925579187286868610e-02,8.798066389674380483e-02,8.788119913744069089e-02,8.840635179408945499e-02,8.284138938678158037e-02,8.475215820539167000e-02,9.177464173807110825e-02,9.242352670798434366e-02,8.365827934550382206e-02,7.851771045742285404e-02,7.691021446134577166e-02,8.409250358288924976e-02,7.959991979948938257e-02,8.702499459767742973e-02,8.202486982835185958e-02,7.918443035866529200e-02,8.737746091482953559e-02,9.242352670798434366e-02,8.365827934550382206e-02,7.851771045742285404e-02,7.691021446134577166e-02,8.409250358288924976e-02,7.959991979948938257e-02,8.702499459767742973e-02,8.202486982835185958e-02,7.918443035866529200e-02,8.737746091482953559e-02
1.808641988990420487e+03,8.622257007503651705e-02,9.067672279006203095e-02,8.976094663401174012e-02,8.936907235811172856e-02,8.211640765269584419e-02,9.104132202445834599e-02,9.012060247893839693e-02,9.132936860543554303e-02,8.499942621482264871e-02,8.782517310489940110e-02,9.524751095088190844e-02,9.472871165329690979e-02,8.621273517076454007e-02,8.042571729581265982e-02,7.967901970380784904e-02,8.684226194823962963e-02,8.273175390421105835e-02,8.997259584146646838e-02,8.432184423186944722e-02,8.147561182933188428e-02,8.963442689869781377e-02,9.472871165329690979e-02,8.621273517076454007e-02,8.042571729581265982e-02,7.967901970380784904e-02,8.684226194823962963e-02,8.273175390421105835e-02,8.997259584146646838e-02,8.432184423186944722e-02,8.147561182933188428e-02,8.963442689869781377e-02
1.804912830171130963e+03,8.816221026598877741e-02,9.281019902751802553e-02,9.162328985733372844e-02,9.194973676497691928e-02,8.481316716769028707e-02,9.360426375783514885e-02,9.220617645020989794e-02,9.347833268086361280e-02,8.697449551629163333e-02,9.046626126885530528e-02,9.868198768659050546e-02,9.731861778787492812e-02,8.850084870521505997e-02,8.231626274064178517e-02,8.194628321097999213e-02,8.871849176365045886e-02,8.548003012008018042e-02,9.238838799523571566e-02,8.619219413293255361e-02,8.336837414119920020e-02,9.216041034042270208e-02,9.731861778787492812e-02,8.850084870521505997e-02,8.231626274064178517e-02,8.194628321097999213e-02,8.871849176365045886e-02,8.548003012008018042e-02,9.238838799523571566e-02,8.619219413293255361e-02,8.336837414119920020e-02,9.216041034042270208e-02
1.801183671351841440e+03,9.017776855110334888e-02,9.508615732999319003e-02,9.363434621782000533e-02,9.449779294790017214e-02,8.764278517786029676e-02,9.624303230769853945e-02,9.451338986733123781e-02,9.568200751461752862e-02,8.943679511014898664e-02,9.320482118579331843e-02,1.020229671384902531e-01,1.010175424455787008e-01,9.078773289386710132e-02,8.454943058480104967e-02,8.435365517655962764e-02,9.065904495713500433e-02,8.814833531946381084e-02,9.495303023493636974e-02,8.843145804213620176e-02,8.570278388048915841e-02,9.547732562347399643e-02,1.010175424455787008e-01,9.078773289386710132e-02,8.454943058480104967e-02,8.435365517655962764e-02,9.065904495713500433e-02,8.814833531946381084e-02,9.495303023493636974e-02,8.843145804213620176e-02,8.570278388048915841e-02,9.547732562347399643e-02
1.797454512532552144e+03,9.254919123952767834e-02,9.754559688786135219e-02,9.607711608533719971e-02,9.723080056961369566e-02,9.050565541951674509e-02,9.903497927926982469e-02,9.691577359501798994e-02,9.818238233623294287e-02,9.171516136931515129e-02,9.593669909306534738e-02,1.047832189010571013e-01,1.053605364775228037e-01,9.267973652375589844e-02,8.690678747370833568e-02,8.699901223291521546e-02,9.291004681419487432e-02,9.076424539129507307e-02,9.761248114498649597e-02,9.070785330342390207e-02,8.802452060793122812e-02,9.937037672717391468e-02,1.053605364775228037e-01,9.267973652375589844e-02,8.690678747370833568e-02,8.699901223291521546e-02,9.291004681419487432e-02,9.076424539129507307e-02,9.761248114498649597e-02,9.070785330342390207e-02,8.802452060793122812e-02,9.937037672717391468e-02
1.793725353713262621e+03,9.550412340307376513e-02,1.004575867109095966e-01,9.907267829685485749e-02,1.002576560582319198e-01,9.354574078476260435e-02,1.020778292937210840e-01,1.003499154267566001e-01,1.012405658390742452e-01,9.456927571445697400e-02,9.906472998280144160e-02,1.074516793543640047e-01,1.097530306873815836e-01,9.579327816941902995e-02,9.012501871745495774e-02,9.002204234832764107e-02,9.567333295038238372e-02,9.368020963141462931e-02,1.006335925585004204e-01,9.398104939609761010e-02,9.110208978610373487e-02,1.033581754308872391e-01,1.097530306873815836e-01,9.579327816941902995e-02,9.012501871745495774e-02,9.002204234832764107e-02,9.567333295038238372e-02,9.368020963141462931e-02,1.006335925585004204e-01,9.398104939609761010e-02,9.110208978610373487e-02,1.033581754308872391e-01
1.789996194893973325e+03,9.877638963103538283e-02,1.036913156009467152e-01,1.022629924279785385e-01,1.032578171164328096e-01,9.646735398413285034e-02,1.050344789289823499e-01,1.037194922300321148e-01,1.045009891272750679e-01,9.760061254990945456e-02,1.020966945054790215e-01,1.109371456753955043e-01,1.143151489770220519e-01,9.927267823368306210e-02,9.355158884344351444e-02,9.307308113141964101e-02,9.866398351984609350e-02,9.647142438185729585e-02,1.036312372234217127e-01,9.724013855946909979e-02,9.411420944545943745e-02,1.075593695977080655e-01,1.143151489770220519e-01,9.927267823368306210e-02,9.355158884344351444e-02,9.307308113141964101e-02,9.866398351984609350e-02,9.647142438185729585e-02,1.036312372234217127e-01,9.724013855946909979e-02,9.411420944545943745e-02,1.075593695977080655e-01
